pair_id,doc_id,base_doc_id,contra_type,premise,hypothesis,label,kind,premise_idx,hypothesis_idx
228,3503017459_1,3503017459,Content|Factual,"= = Interviewees = = The actors , directors , screenwriters and producers interviewed for the film were : = = Production = =The film was written and directed by John Smith.","The film was written and directed by Mark Hartley , who interviewed over eighty Australian , American and British actors , directors , screenwriters and producers , including Quentin Tarantino , Brian Trenchard - Smith , Jamie Lee Curtis , Dennis Hopper , George Lazenby , George Miller , Barry Humphries , Stacy Keach and John Seale.",1,gold,13,3
229,3503017459_1,3503017459,Content|Factual,is a 2008 Australian documentary film about the Australian New Wave of 1970s and ' 80s low - budget cinema.,""" Ozploitation "" — writer - director Mark Hartley 's own portmanteau of "" Australian exploitation "" — was a subgenre of the New Wave which accounted for the critically panned "" gross - out comedies , sex romps , action and road movies , teen films , westerns , thrillers and horror films "" of the era , commonly overlooked in Australia 's "" official film history "".",0,in_doc_negative,2,11
230,3503017459_1,3503017459,Content|Factual,"= = Synopsis = = Not Quite Hollywood documents the revival of Australian cinema during the Australian New Wave of the 1970s and ' 80s through B - movies including Alvin Purple , Barry McKenzie Holds His Own , Dead - End Drive In , Long Weekend , Mad Max , The Man from Hong Kong , Patrick , Razorback , Road Games , Stork and Turkey Shoot.",is a 2008 Australian documentary film about the Australian New Wave of 1970s and ' 80s low - budget cinema.,0,in_doc_negative,9,2
231,3503017459_1,3503017459,Content|Factual,"grossed $ 186 @,@ 986 at the box office in Australia ,.","= = Release = = Not Quite Hollywood had its worldwide premiere at the Melbourne International Film Festival on 28 July 2008 , and was screened at the Australian Centre for the Moving Image.",0,in_doc_negative,36,21
232,3503017459_1,3503017459,Content|Factual,"Hartley traveled to Los Angeles , California to meet with Tarantino , who agreed to sit for hours of interviews as one of the film 's most prominent interviewees.","Sandra Hall , writing for The Sydney Morning Herald , gave the film three and a half out of five stars , believing that "" Hartley 's own film is much livelier than most of those he is out to celebrate "".",0,in_doc_negative,19,29
233,3503017474_2,3503017474,Content,The rhyme dates back at least to the 16th century.,The rhyme dates back at least to the 18th century and exists with different numbers of verses each with a number of variations.,1,gold,1,3
234,3503017474_2,3503017474,Content,"= = Interpretation = =

While the true origins of the rhyme are unknown there are several theories.","The suggestion has also been made that Jack and Jill represent Louis XVI of France , who was deposed and beheaded in 1793 ( lost his crown ) , and his Queen , Marie Antoinette ( who came tumbling after ) , a theory made difficult by the fact that the earliest printing of the rhyme pre - dates those events.",0,in_doc_negative,26,37
235,3503017474_2,3503017474,Content,The melody commonly associated with the rhyme was first recorded by the composer and nursery rhyme collector James William Elliott in his National Nursery Rhymes and Nursery Songs ( 1870 ).,"This earliest printed version comes from a reprint of John Newbery 's Mother Goose 's Melody , thought to have been first published in London around 1765.",0,in_doc_negative,16,24
236,3503017474_2,3503017474,Content,Vinegar and brown paper were a home cure used as a method to draw out bruises on the body.,"This earliest printed version comes from a reprint of John Newbery 's Mother Goose 's Melody , thought to have been first published in London around 1765.",0,in_doc_negative,19,24
237,3503017474_2,3503017474,Content,"Jack is the most common name used in English language nursery rhymes and by the 18th century represented an archetypal Everyman hero , while by the end of the Middle Ages Jill or Gill had come to mean a young girl or a sweetheart.","He was blocked by Parliament , so subsequently ordered that the volume of a Jack ( 1 / 2 pint ) be reduced , but the tax remained the same.",0,in_doc_negative,22,33
238,3503017494_4,3503017494,Content,"= = History = =

The Type 94 Nambu pistol was designed by Kojiro Nambu after he retired from the Japanese Army and founded the Nambu Rifle Manufacturing Company.Design for the Type 94 Nambu pistol commenced in 1929 with the goal of increasing the bulk and price of previous Nambu designs.The Imperial Japanese Army felt a smaller pistol of domestic design that could accommodate the standard 8 × 22mm Nambu cartridge was needed to substitute the larger , heavier , and only official military pistol , the Type 14 Nambu.","The Type 94 pistol was designed for , and popular among , Japanese tank and aircraft crews who preferred a smaller , lightweight design.",1,gold,8,4
239,3503017494_4,3503017494,Content,The Type 94 pistol entered production in 1935.,The magazine could also disengage if squeezed into or jarred in a holster.,0,in_doc_negative,2,28
240,3503017494_4,3503017494,Content,Removing the crossbolt is further complicated as the disassemblers hands are both holding the pistol and depressing the firing pin.,"Approximately 71 @,@ 000 pistols were manufactured before production ended in 1945.",0,in_doc_negative,42,3
241,3503017494_4,3503017494,Content,The pouch tow has a narrow extension to accommodate a cleaning rod.,"Unlike previously designed Nambu pistols , the Type 94 operates with a concealed hammer and with a firing pin rather than a hammer.",0,in_doc_negative,47,18
242,3503017494_4,3503017494,Content,The rear sight was reduced from a U - shape to a simple notch in 1944 with the front blade being left unchanged but less attention to detail being applied as World War II progressed.,The magazine catch protrudes far enough to occasionally disengage when the pistol is placed on its left side on a hard surface.,0,in_doc_negative,31,27
243,3503017494_4,3503017494,Content,The magazine catch protrudes far enough to occasionally disengage when the pistol is placed on its left side on a hard surface.,Removing the crossbolt is further complicated as the disassemblers hands are both holding the pistol and depressing the firing pin.,0,in_doc_negative,27,42
244,3503017494_4,3503017494,Content,"Unlike previously designed Nambu pistols , the Type 94 operates with a concealed hammer and with a firing pin rather than a hammer.",The final prototype for the Type 94 was officially adopted by the Japanese Army in late 1934 after several redesigns.,0,in_doc_negative,18,12
245,3503017494_4,3503017494,Content,"According to authors , Harry L.","An estimated 71 @,@ 000 pistols were produced for the military but the exact quantity is unknown because of the production of unserialized pistols and undated pistols.",0,in_doc_negative,19,14
246,3503017494_4,3503017494,Content,Removal of the crossbolt without depressing the firing pin will damage both the firing pin and the crossbolt.,"The ability to fire the Type 94 without pulling the trigger gave rise to war stories of Japanese soldiers surrendering , only to fire the pistol , earning the pistol monikers such as the "" suicide special "" and the "" surrender pistol "".",0,in_doc_negative,41,54
